0.0,3949409660862338.0
2.404809619238477e-12,4816218792528176.0
4.809619238476954e-12,5854469128142726.0
7.214428857715431e-12,7093753954701971.0
9.619238476953908e-12,8567853071743031.0
1.2024048096192384e-11,1.03151414566995e+16
1.4428857715430862e-11,1.2379002605155694e+16
1.683366733466934e-11,1.4808238793983046e+16
1.9238476953907815e-11,1.765746899836966e+16
2.1643286573146292e-11,2.098750362819462e+16
2.404809619238477e-11,2.4865683674612748e+16
2.6452905811623245e-11,2.9366170321865548e+16
2.8857715430861725e-11,3.457016963797788e+16
3.12625250501002e-11,4.056607567430316e+16
3.366733466933868e-11,4.744951424738774e+16
3.607214428857715e-11,5.532326892181672e+16
3.847695390781563e-11,6.42970703370231e+16
4.088176352705411e-11,7.44872301024936e+16
4.3286573146292584e-11,8.60161011000786e+16
4.5691382765531064e-11,9.901134724931384e+16
4.809619238476954e-11,1.1360500767271058e+17
5.0501002004008017e-11,1.2993234279081954e+17
5.290581162324649e-11,1.4813045321258198e+17
5.531062124248497e-11,1.6833666637544627e+17
5.771543086172345e-11,1.906866907181188e+17
6.012024048096192e-11,2.153125426954977e+17
6.25250501002004e-11,2.423402580994395e+17
6.492985971943888e-11,2.7188740582841667e+17
6.733466933867736e-11,3.0406042931993306e+17
6.973947895791583e-11,3.389518481568807e+17
7.21442885771543e-11,3.7663735968900883e+17
7.454909819639279e-11,4.1717288765417395e+17
7.695390781563126e-11,4.6059163150147334e+17
7.935871743486973e-11,5.069011761563552e+17
8.176352705410822e-11,5.560807270667515e+17
8.41683366733467e-11,6.08078539272508e+17
8.657314629258517e-11,6.628096117036988e+17
8.897795591182364e-11,7.201537187155868e+17
9.138276553106213e-11,7.799538498212207e+17
9.37875751503006e-11,8.420151255426853e+17
9.619238476953907e-11,9.061042521776744e+17
9.859719438877756e-11,9.719495710393347e+17
1.0100200400801603e-10,1.0392417484120009e+18
1.034068136272545e-10,1.1076351411832788e+18
1.0581162324649298e-10,1.176749860047587e+18
1.0821643286573147e-10,1.246174537584416e+18
1.1062124248496994e-10,1.315469792721759e+18
1.1302605210420841e-10,1.3841723664892114e+18
1.154308617234469e-10,1.451799886985982e+18
1.1783567134268536e-10,1.5178562046161823e+18
1.2024048096192385e-10,1.5818372223814966e+18
1.2264529058116233e-10,1.6432371308819863e+18
1.250501002004008e-10,1.701554944161589e+18
1.2745490981963928e-10,1.7563012211193864e+18
1.2985971943887776e-10,1.8070048483176535e+18
1.3226452905811622e-10,1.8532197540154473e+18
1.346693386773547e-10,1.894531420424564e+18
1.370741482965932e-10,1.9305630617128018e+18
1.3947895791583166e-10,1.9609813392545377e+18
1.4188376753507014e-10,1.9855014930284925e+18
1.442885771543086e-10,2.0038917787540582e+18
1.466933867735471e-10,2.015977114098304e+18
1.4909819639278558e-10,2.0216418537306452e+18
1.5150300601202404e-10,2.0208316317137812e+18
1.5390781563126252e-10,2.0135542301822083e+18
1.56312625250501e-10,1.9998794548969344e+18
1.5871743486973947e-10,1.9799380204594637e+18
1.6112224448897796e-10,1.9539194700825997e+18
1.6352705410821644e-10,1.9220691762159393e+18
1.659318637274549e-10,1.8846844884008502e+18
1.683366733466934e-10,1.8421101129202038e+18
1.7074148296593185e-10,1.7947328246146173e+18
1.7314629258517034e-10,1.7429756242438397e+18
1.7555110220440882e-10,1.6872914646590723e+18
1.7795591182364728e-10,1.6281566756038236e+18
1.8036072144288577e-10,1.5660642200719662e+18
1.8276553106212425e-10,1.5015169148274775e+18
1.8517034068136271e-10,1.4350207440442153e+18
1.875751503006012e-10,1.367078388270034e+18
1.8997995991983969e-10,1.298183081361354e+18
1.9238476953907815e-10,1.2288128960519972e+18
1.9478957915831663e-10,1.1594255448537713e+18
1.9719438877755512e-10,1.0904537675184476e+18
1.9959919839679358e-10,1.022301359827806e+18
2.0200400801603207e-10,9.553398815323844e+17
2.0440881763527053e-10,8.899060643299978e+17
2.06813627254509e-10,8.262999243329888e+17
2.092184368737475e-10,7.647835679465853e+17
2.1162324649298596e-10,7.055806658425325e+17
2.1402805611222445e-10,6.488765570714083e+17
2.1643286573146293e-10,5.948189345522339e+17
2.188376753507014e-10,5.435190543743749e+17
2.2124248496993988e-10,4.950534046358201e+17
2.2364729458917836e-10,4.4946576494399386e+17
2.2605210420841682e-10,4.067695851743465e+17
2.284569138276553e-10,3.669506115128351e+17
2.308617234468938e-10,3.299696890449604e+17
2.3326653306613226e-10,2.957656729991217e+17
2.356713426853707e-10,2.642583849777741e+17
2.3807615230460923e-10,2.3535155586792374e+17
