0.0,0.0
6e-12,6433716780160423.0
1.2e-11,1.0110126368823522e+16
1.8e-11,1.6543843148983944e+16
2.4e-11,2.4815764723475916e+16
3e-11,3.768319828379676e+16
3.6e-11,5.514614382994648e+16
4.2e-11,7.99619085534224e+16
4.8e-11,1.1304959485139029e+17
5.4e-11,1.5716650991534746e+17
6e-11,2.141508585396255e+17
6.6e-11,2.8584084551855594e+17
7.2e-11,3.740746756464703e+17
7.8e-11,4.8069055371770016e+17
8.4e-11,6.047693773350798e+17
9e-11,7.453920441014433e+17
9.6e-11,9.007203492224591e+17
1.02e-10,1.0670778831094644e+18
1.08e-10,1.23986913377663e+18
1.14e-10,1.41174128204663e+18
1.2e-10,1.5753415087421379e+18
1.26e-10,1.7233169946858276e+18
1.32e-10,1.848314920700373e+18
1.38e-10,1.9429824676084477e+18
1.44e-10,2.0018050210270572e+18
1.5e-10,2.0220252737647043e+18
1.56e-10,2.0018050210270572e+18
1.62e-10,1.9429824676084477e+18
1.68e-10,1.848314920700373e+18
1.74e-10,1.7233169946858276e+18
1.8e-10,1.5753415087421379e+18
1.86e-10,1.41174128204663e+18
1.92e-10,1.23986913377663e+18
1.98e-10,1.0670778831094644e+18
2.04e-10,9.007203492224591e+17
2.1e-10,7.453920441014433e+17
2.16e-10,6.047693773350798e+17
2.22e-10,4.8069055371770016e+17
2.28e-10,3.740746756464703e+17
2.34e-10,2.8584084551855594e+17
2.4e-10,2.141508585396255e+17
2.46e-10,1.5716650991534746e+17
2.52e-10,1.1304959485139029e+17
2.58e-10,7.99619085534224e+16
2.64e-10,5.514614382994648e+16
2.7e-10,3.768319828379676e+16
2.76e-10,2.4815764723475916e+16
2.82e-10,1.6543843148983944e+16
2.88e-10,1.0110126368823522e+16
2.94e-10,6433716780160423.0
3e-10,0.0
1.5e-09,0.0
1.506e-09,1.0078779651888106e+16
1.512e-09,1.612604744302097e+16
1.518e-09,2.5532908451449868e+16
1.524e-09,3.897128132063401e+16
1.53e-09,5.8456921980951016e+16
1.536e-09,8.60055863627785e+16
1.542e-09,1.243049490399533e+17
1.548e-09,1.7671460322977146e+17
1.554e-09,2.4525030486261056e+17
1.56e-09,3.339435657992259e+17
1.566e-09,4.461539792569135e+17
1.572e-09,5.845692198095101e+17
1.578e-09,7.505331247439342e+17
1.584e-09,9.440456940601859e+17
1.59e-09,1.1637630904713467e+18
1.596e-09,1.4069976394035796e+18
1.602e-09,1.6670301544222927e+18
1.608e-09,1.9364695304494346e+18
1.614e-09,2.2045650691896584e+18
1.62e-09,2.460566072347616e+18
1.626e-09,2.6917060856975836e+18
1.632e-09,2.8865624923007534e+18
1.638e-09,3.034384593861779e+18
1.644e-09,3.12643744801569e+18
1.65e-09,3.1580176242582733e+18
1.656e-09,3.12643744801569e+18
1.662e-09,3.034384593861779e+18
1.668e-09,2.8865624923007534e+18
1.674e-09,2.6917060856975836e+18
1.68e-09,2.460566072347616e+18
1.686e-09,2.2045650691896584e+18
1.692e-09,1.9364695304494346e+18
1.698e-09,1.6670301544222927e+18
1.704e-09,1.4069976394035796e+18
1.71e-09,1.1637630904713467e+18
1.716e-09,9.440456940601859e+17
1.722e-09,7.505331247439342e+17
1.728e-09,5.845692198095101e+17
1.734e-09,4.461539792569135e+17
1.74e-09,3.339435657992259e+17
1.746e-09,2.4525030486261056e+17
1.752e-09,1.7671460322977146e+17
1.758e-09,1.243049490399533e+17
1.764e-09,8.60055863627785e+16
1.77e-09,5.8456921980951016e+16
1.776e-09,3.897128132063401e+16
1.782e-09,2.5532908451449868e+16
1.788e-09,1.612604744302097e+16
1.794e-09,1.0078779651888106e+16
1.8e-09,0.0
